ID,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1.13126E+18,"Modern 2 BR near MVP Arena, Colleges, Airport",440509865,John,,FIFTEENTH WARD,42.6748535,-73.81692445,Entire home/apt,153,1,48,,5,1,0,0,
1.13494E+18,Calling all travelers,521669673,Kody,,THIRD WARD,42.65909,-73.75691,Entire home/apt,70,14,2,,0,3,0,0,
1.13581E+18,Cozy Bedrooms in Albany,522436003,Adriana,,THIRTEENTH WARD,42.6689614,-73.7890379,Private room,36,28,0,,0,3,0,0,
1.13643E+18,"""The LEO Home"" Private Bedroom 1",349460842,Scott,,THIRTEENTH WARD,42.66368,-73.78128,Private room,56,30,0,,0,17,0,0,
1.14153E+18,North Allen,522436003,Adriana,,THIRTEENTH WARD,42.6689614,-73.7890379,Private room,,28,0,,0,3,0,0,
1.14283E+18,Safe Comfy Cozy 2 bedrooms.,574235481,Lavern,,FIRST WARD,42.64094,-73.7767,Entire home/apt,,2,4,,0,1,0,0,
1.14283E+18,Bright & Clean Apartment – August Price Special!,129023424,Riccardo,,THIRTEENTH WARD,42.67105,-73.7995,Entire home/apt,72,7,6,,0,1,0,0,
1.14624E+18,Larson Green,233515764,Etem,,SIXTH WARD,42.6524924,-73.7674361,Entire home/apt,88,1,56,,4,6,0,0,
1.14635E+18,491 Washington Ave FL1Rare,575030103,Rehan,,ELEVENTH WARD,42.66259,-73.7733,Private room,55,2,20,,2,2,0,0,
1.14709E+18,Larson Blue,233515764,Etem,,SIXTH WARD,42.65274,-73.76779,Entire home/apt,87,1,72,,5,6,0,0,
1.15061E+18,Albany historic Washington Park,576083630,Joseph,,SIXTH WARD,42.6586049,-73.7680329,Entire home/apt,95,2,11,,1,1,0,0,
1.15806E+18,"""The Albany Allen Home"" Private Bedroom 1",349460842,Scott,,TENTH WARD,42.66428,-73.79249,Private room,52,28,2,,0,17,0,0,
1.15824E+18,Funky loft studio,502037254,Andrew,,THIRD WARD,42.65845,-73.75926,Entire home/apt,80,30,0,,0,3,0,0,
1.16465E+18,*Private Entrance* Cozy Apt Bright + Modern W/D,47625981,Linda,,SEVENTH WARD,42.64727,-73.76758,Entire home/apt,107,1,14,,1,18,0,0,
1.17038E+18,/An Oasis 8 ppl Yard Grill W/D\,580892646,Crystal,,SECOND WARD,42.64349,-73.75906,Entire home/apt,292,2,2,,0,2,0,0,
1.1718E+18,Walk to convention center:Lark St:Capital,232967878,Diana,,SIXTH WARD,42.65314,-73.7653,Entire home/apt,128,1,46,,4,22,0,0,
1.17189E+18,/A spacious suite: King/Queen beds Grill WD yard\,580892646,Crystal,,SECOND WARD,42.64462,-73.75764,Private room,200,2,0,,0,2,0,0,
1.17339E+18,New near major medical facility,232967878,Diana,,SEVENTH WARD,42.64442,-73.77938,Entire home/apt,213,2,18,,2,22,0,0,
1.17454E+18,"Spacious, Modern Gem in Melrose - Pet Friendly",441054845,Thaddeus,,THIRTEENTH WARD,42.66894,-73.79549,Entire home/apt,99,1,55,,5,2,0,0,
1.18257E+18,Limited Time Listing,42708277,Rodney,,SIXTH WARD,42.6534205,-73.7639758,Entire home/apt,78,1,25,,2,7,0,0,
1.18346E+18,Upscale Listing-Heart of Albany,42708277,Rodney,,SIXTH WARD,42.65227,-73.7646,Entire home/apt,75,1,21,,2,7,0,0,
1.18346E+18,Albany Business Class Apartment,42708277,Rodney,,SIXTH WARD,42.6524,-73.76351,Entire home/apt,67,1,17,,1,7,0,0,
1.18466E+18,NEW studio w/2 beds near MVP,232967878,Diana,,SECOND WARD,42.64409,-73.75709,Entire home/apt,120,1,16,,1,22,0,0,
1.18554E+18,Empire Plaza Apartment,29483818,Ben,,SIXTH WARD,42.65327,-73.76181,Entire home/apt,85,1,130,,11,1,0,0,
1.18559E+18,"""The Albany Allen Home"" Private Bedroom 3",349460842,Scott,,FOURTEENTH WARD,42.66612,-73.79275,Private room,65,28,0,,0,17,0,0,
1.18759E+18,House near major medical center,232967878,Diana,,NINTH WARD,42.65502,-73.79183,Entire home/apt,168,1,27,,2,22,0,0,
1.18925E+18,Beautiful 2 Bedroom with Parking,37769478,Erion,,SIXTH WARD,42.65333,-73.7711,Entire home/apt,113,1,23,,3,11,0,0,
1.18925E+18,Lovely 1 Bedroom with Parking,37769478,Erion,,TENTH WARD,42.66215,-73.79048,Entire home/apt,82,1,33,,3,11,0,0,
1.1919E+18,"Room in Albany, 4 minutes from AMC",32379616,Fabiola,,TENTH WARD,42.6605291,-73.7831549,Private room,33,28,0,,0,5,0,0,
1.1928E+18,Privateroom with shared bathroom for Nurses&grads,382446799,Elizabeth,,NINTH WARD,42.65542,-73.78155,Private room,42,1,6,,1,1,0,0,
1.19646E+18,Albany Vacation Rental w/ State Capitol Views!,121680792,Evolve,,SIXTH WARD,42.655732,-73.764735,Entire home/apt,280,5,0,,0,5,0,0,
1.19859E+18,"""The LEO Home"" Private Bedroom 2",349460842,Scott,,TENTH WARD,42.66269,-73.78163,Private room,56,30,0,,0,17,0,0,
1.2087E+18,"""The Albany Allen Home"" Private Bedroom 5",349460842,Scott,,TENTH WARD,42.6639,-73.7927,Private room,56,28,0,,0,17,0,0,
1.20931E+18,"Dali room, private queen near AMC, UAlbany",20536619,Emily,,THIRTEENTH WARD,42.67318,-73.79345,Private room,68,7,2,,0,8,0,0,
1.21088E+18,Charming Home,147780154,Julia,,EIGHTH WARD,42.65812,-73.81912,Entire home/apt,199,3,0,,0,1,0,0,
1.22385E+18,"493 Washington Ave, Albany 12206, 1st Floor",575030103,Rehan,,ELEVENTH WARD,42.6633254,-73.7742255,Entire home/apt,108,3,10,,1,2,0,0,
1.22418E+18,White Cozy Room,522436003,Adriana,,THIRTEENTH WARD,42.66859,-73.78832,Private room,55,28,2,,0,3,0,0,
1.22749E+18,/Audubon Apartment\ 3bed 1bath built1928 Pine Hill,52123673,Joseph,,THIRTEENTH WARD,42.66955,-73.78542,Entire home/apt,158,3,7,,1,1,0,0,
1.2293E+18,It's Like a Treehouse,562084689,Antonio,,TENTH WARD,42.66104,-73.77971,Entire home/apt,150,1,14,,1,2,0,0,
1.22934E+18,Indigo Bunting Nest,562084689,Antonio,,ELEVENTH WARD,42.66319,-73.77897,Entire home/apt,145,1,33,,4,2,0,0,
1.23026E+18,"King Bed, Workspace & Laundry | Center Square Apt",106636448,Daniel,,SIXTH WARD,42.65507161,-73.76475095,Entire home/apt,115,1,43,,7,1,0,0,
1.23337E+18,Larson Gold,233515764,Etem,,SIXTH WARD,42.65173,-73.76786,Entire home/apt,74,1,55,,6,6,0,0,
1.23438E+18,Spacious Garden Apt in Center Square,564967431,Stephanie,,SIXTH WARD,42.65046807,-73.76434796,Entire home/apt,82,2,2,,0,2,0,0,
1.23796E+18,Tasteful…in more ways than one!,382970529,Thomas,,SIXTH WARD,42.65507057,-73.76151133,Entire home/apt,74,4,27,,3,15,0,0,
1.24062E+18,Private suite with separate entrance in Mansion,412416973,Virginia,,SECOND WARD,42.64566907,-73.75883448,Private room,44,1,7,,1,1,0,0,
1.24223E+18,Nice room in downtown albany,594734396,Abdelrahman,,SECOND WARD,42.6425,-73.75889,Private room,73,1,32,,4,2,0,0,
1.24645E+18,Room close to AMC and St peter,652223872,Umit,,TENTH WARD,42.65941683,-73.78360268,Private room,52,3,4,,1,1,0,0,
1.2522E+18,"""The Albany Allen Home"" Private Bedroom 4",349460842,Scott,,TENTH WARD,42.66517905,-73.79260148,Private room,52,28,0,,0,17,0,0,
1.25226E+18,The Old Lawmaker's Building.,172861174,Vibha,,THIRD WARD,42.6551298,-73.7584295,Private room,100,1,7,,1,1,0,0,
1.25226E+18,staycation CAP region,38324986,Gregory,,EIGHTH WARD,42.64548739,-73.78960322,Entire home/apt,285,3,0,,0,1,0,0,
1.2523E+18,"""The Albany Allen Home"" Private Bedroom 2",349460842,Scott,,TENTH WARD,42.66555578,-73.79269775,Private room,52,28,1,,0,17,0,0,
1.25639E+18,Lovely 1 bedroom across the park,37769478,Erion,,SIXTH WARD,42.65422977,-73.76982577,Entire home/apt,88,1,10,,1,11,0,0,
1.2565E+18,"""The LEO Home"" Private Bedroom 3",349460842,Scott,,TENTH WARD,42.66226,-73.78221,Private room,52,30,0,,0,17,0,0,
1.25892E+18,Cozy Boho 1BR Near Albany Med & St Peter Hospitals,18490980,Jeremy,,SIXTH WARD,42.6544762,-73.7718074,Entire home/apt,83,1,6,,1,2,0,0,
1.2596E+18,In Town Convenient Studio | Washington Park Albany,18490980,Jeremy,,SIXTH WARD,42.6551724,-73.7664699,Entire home/apt,93,28,8,,1,2,0,0,
1.26453E+18,"*Serene* Parkside 2BR Apt: Private Entrance, W/D",47625981,Linda,,SEVENTH WARD,42.64762857,-73.76751684,Entire home/apt,131,1,25,,3,18,0,0,
1.26534E+18,Stylish studio - downtown Albany,564967431,Stephanie,,SIXTH WARD,42.65004675,-73.76402178,Entire home/apt,68,2,6,,1,2,0,0,
1.26668E+18,Row house on the park,1017349,Chris,,SIXTH WARD,42.65319027,-73.769706,Private room,75,1,1,,0,1,0,0,
1.26821E+18,Central Location 1 Bed 1 Bath With Parking,270608641,Enkelejda,,SIXTH WARD,42.6513797,-73.76947069,Entire home/apt,80,1,15,,2,2,0,0,
1.26915E+18,King Bed in Spacious Aparment Close to Everything,382970529,Thomas,,THIRTEENTH WARD,42.6691646,-73.7977608,Private room,49,2,5,,1,15,0,0,
1.27386E+18,Short term across from UAlbany,658588120,Melinda,,TWELFTH WARD,42.68685059,-73.81405552,Entire home/apt,,365,0,,0,1,0,0,
1.27396E+18,3 Bedroom Cozy Ranch,57127782,Deanna,,FIFTEENTH WARD,42.673155,-73.8203654,Entire home/apt,164,1,34,,5,1,0,0,
1.27461E+18,Two bedroom apartment in the heart of Albany,32379616,Fabiola,,THIRD WARD,42.66487531,-73.76730339,Entire home/apt,102,28,0,,0,5,0,0,
1.27772E+18,Large Center Sq Luxury Retreat.,65760,Anthony,,SIXTH WARD,42.6497616,-73.7645287,Entire home/apt,188,4,2,,1,1,0,0,
1.27978E+18,Spacious & Quiet Townhouse Near Legislative Center,528617680,Paola,,SECOND WARD,42.64531128,-73.757934,Private room,,1,6,,1,2,0,0,
1.28415E+18,Spacious 4-Bedroom Home with Modern Amenities,653956114,Michael,,TENTH WARD,42.6620383,-73.78922094,Entire home/apt,178,2,18,,4,1,0,0,
1.28498E+18,Cowen Residence Hospitality.,661066080,Conseta,,FOURTH WARD,42.67445143,-73.73835701,Entire home/apt,92,1,2,,0,1,0,0,
1.2886E+18,Lofts at Washington 109 Spacious 1 Bedroom 1 Bath,358619880,Properties By Preston,,THIRD WARD,42.65769854,-73.76265862,Entire home/apt,90,31,2,,0,5,0,0,
1.2886E+18,Lofts at Washington 303 Spacious 1 Bedroom 1 Bath,358619880,Properties By Preston,,THIRD WARD,42.65797247,-73.76464633,Entire home/apt,127,31,1,,0,5,0,0,
1.2886E+18,Lofts at Washington 304 Spacious 1 Bedroom 1 Bath,358619880,Properties By Preston,,THIRD WARD,42.65735002,-73.76321831,Entire home/apt,127,31,3,,0,5,0,0,
1.2886E+18,Washington Lofts 109 Spacious 1 Bedroom 1 Bath,358619880,Properties By Preston,,THIRD WARD,42.65537055,-73.76089577,Entire home/apt,114,31,1,,0,5,0,0,
1.2886E+18,Lofts at Washington 310 Spacious 1 Bedroom 1 Bath,358619880,Properties By Preston,,SIXTH WARD,42.65678,-73.76367,Entire home/apt,79,31,0,,0,5,0,0,
1.28908E+18,"1 bedroom apt close to hospitals,3min to Albanymed",484673863,Michaela,,TENTH WARD,42.65701241,-73.78116252,Entire home/apt,73,1,29,,4,3,0,0,
1.29132E+18,The Belvedere,571617730,Zinte,,SECOND WARD,42.6445746,-73.7566836,Entire home/apt,342,1,0,,0,1,0,0,
1.29288E+18,‘The Blue Home’ Private Bedroom 3 / 1 Full Bath,349460842,Scott,,TENTH WARD,42.66229706,-73.78175574,Private room,70,30,0,,0,17,0,0,
1.29433E+18,Modern Luxury 2 bedroom w/yard,353498132,Michael,,EIGHTH WARD,42.64592834,-73.79876141,Entire home/apt,186,13,0,,0,6,0,0,
1.2958E+18,'The Blue Home' Private Bedroom 1 / 1 Full Bath,349460842,Scott,,THIRTEENTH WARD,42.6634563,-73.78182815,Private room,121,30,0,,0,17,0,0,
1.29665E+18,Room in Albany,663670719,Elhadj,,THIRTEENTH WARD,42.66434544,-73.77874573,Private room,38,1,9,,2,3,0,0,
1.29676E+18,"Room In Albany, NY",663670719,Elhadj,,ELEVENTH WARD,42.6629497,-73.77890271,Private room,42,1,43,,7,3,0,0,
1.29807E+18,Fresh & Modernized 2BR Fl 1 Apt @ Downtown Albany,44434571,Earl,,SECOND WARD,42.64441207,-73.75226674,Entire home/apt,100,1,20,,4,9,0,0,
1.29863E+18,Mid-century Cozy Retreat W/D,47625981,Linda,,SEVENTH WARD,42.64882384,-73.76664662,Entire home/apt,,1,3,,0,18,0,0,
1.30064E+18,Hope On The Hill,341431807,Rakee,,FIRST WARD,42.63104023,-73.77196508,Entire home/apt,104,1,8,,1,1,0,0,
1.30808E+18,‘The Blue Home’ Private Bedroom 2 / 1 Full Bath,349460842,Scott,,TENTH WARD,42.66299895,-73.78255585,Private room,56,28,0,,0,17,0,0,
1.30811E+18,‘The Blue Home’ Private Bedroom 4 / 1 Full Bath,349460842,Scott,,TENTH WARD,42.66239947,-73.7827126,Private room,56,30,0,,0,17,0,0,
1.31017E+18,Private Room In Albany,663670719,Elhadj,,ELEVENTH WARD,42.66375891,-73.77674407,Private room,51,1,27,,5,3,0,0,
1.31245E+18,COZY  house,667142820,Sylvain Marco,,FIFTEENTH WARD,42.6694592,-73.8269249,Entire home/apt,250,30,0,,0,1,0,0,
1.31962E+18,Prime Location - 1 Bedroom,559146397,Cathleen,,SIXTH WARD,42.65331,-73.76971,Entire home/apt,75,31,0,,0,2,0,0,
1.31965E+18,The Sweet spot,252422913,Dennis,,FIFTEENTH WARD,42.67077854,-73.82525055,Entire home/apt,106,2,1,,1,1,0,0,
1.32549E+18,Walk to Washington Park: Remote Work-Ready Apt!,121680792,Evolve,,SIXTH WARD,42.6551361,-73.7737125,Entire home/apt,101,2,1,,1,5,0,0,
1.32825E+18,The Whisky House,666182267,Tyler,,SIXTH WARD,42.65015,-73.76337,Entire home/apt,170,2,12,,3,1,0,0,
1.3284E+18,Top of The Capital,392074908,Jerry,,SIXTH WARD,42.65262,-73.76134,Entire home/apt,103,2,4,,1,3,0,0,
1.32936E+18,Albany Prime Location - 1 Bed,559146397,Cathleen,,SIXTH WARD,42.65344807,-73.76942854,Entire home/apt,83,31,0,,0,2,0,0,
1.33424E+18,Charming & Roomy 3BR/1BA Fl 2 Apt @Downtown Albany,44434571,Earl,,SECOND WARD,42.644075,-73.7545279,Entire home/apt,108,1,8,,3,9,0,0,
1.3443E+18,Business Travelers Retreat,42708277,Rodney,,FOURTH WARD,42.67538366,-73.7501174,Entire home/apt,83,1,1,,1,7,0,0,
1.3449E+18,Capital City Executive Suites,42708277,Rodney,,FOURTH WARD,42.67796682,-73.74887794,Entire home/apt,69,1,0,,0,7,0,0,
1.3468E+18,Stylish 1BR | Center Sq. Gem!,299638115,Flerida,,SIXTH WARD,42.6556643,-73.7618859,Entire home/apt,71,1,0,,0,4,0,0,
1.35083E+18,Cozy Home in Heart of Albany,677372979,Celia,,TWELFTH WARD,42.68507834,-73.79764015,Entire home/apt,126,7,3,,1,1,0,0,
1.35087E+18,Capital City Escape,10279606,Noriyuki,,FIFTEENTH WARD,42.67003714,-73.82302715,Entire home/apt,149,1,20,,5,3,0,0,
1.35503E+18,Traveler’s Haven!,413566290,Victoria,,NINTH WARD,42.65540065,-73.79756712,Private room,66,2,2,,1,1,0,0,
1.35858E+18,Two bedroom apartment in Albany,32379616,Fabiola,,THIRD WARD,42.66526305,-73.7671607,Entire home/apt,86,28,0,,0,5,0,0,
1.36387E+18,A piece of mind,650062372,Mataiya,,THIRTEENTH WARD,42.66891,-73.79096,Entire home/apt,217,1,3,,2,1,0,0,
1.36543E+18,Downtown Albany Spacious 2BR | Free Parking,664328482,Oluyinka,,SECOND WARD,42.6436654,-73.7536006,Entire home/apt,91,1,26,,8,1,0,0,
1.36693E+18,Vacation Home in Albany,680411288,Stephanie,,EIGHTH WARD,42.64533015,-73.78913105,Entire home/apt,258,1,14,,5,1,0,0,
1.36913E+18,Capital Comfort Stay,584109093,Cecilia,,FOURTH WARD,42.66159372,-73.75439957,Entire home/apt,85,1,6,,2,1,0,0,
1.36977E+18,Near Hospitals: Home w/ Yard in Albany!,121680792,Evolve,,FIRST WARD,42.63962652,-73.77330801,Entire home/apt,203,2,0,,0,5,0,0,
1.37163E+18,Central cozy quiet 4 bedroom w/King bed,20536619,Emily,,TENTH WARD,42.66315402,-73.78910124,Entire home/apt,164,7,0,,0,8,0,0,
1.37183E+18,"Walk to Albany Med, MVP Arena, Washington Park",265861488,Vander,,SIXTH WARD,42.65040603,-73.76433185,Entire home/apt,68,1,13,,6,1,0,0,
1.37501E+18,A peaceful home away from home,385963105,Samantha,,FOURTEENTH WARD,42.66598411,-73.81880097,Entire home/apt,128,7,1,,1,1,0,0,
1.37699E+18,Cozy Sunshine,233515764,Etem,,SEVENTH WARD,42.64764409,-73.77159254,Entire home/apt,74,1,2,,1,6,0,0,
1.37745E+18,"Woodlands room, private queen, walk to AMC",20536619,Emily,,TENTH WARD,42.66148231,-73.78761856,Private room,44,28,0,,0,8,0,0,
1.37747E+18,Bright private queen room,20536619,Emily,,TENTH WARD,42.66310642,-73.7871616,Private room,52,28,0,,0,8,0,0,
1.37748E+18,"Peony room, private w/ King bed!",20536619,Emily,,TENTH WARD,42.661831,-73.78755057,Private room,53,28,0,,0,8,0,0,
1.37792E+18,Furnished brand new studio,26674574,Zainab,,TWELFTH WARD,42.6868252,-73.8111413,Entire home/apt,64,3,3,,1,1,0,0,
1.37991E+18,Cozy Sunset,233515764,Etem,,SEVENTH WARD,42.64626119,-73.77151139,Entire home/apt,,1,8,,3,6,0,0,
1.38056E+18,Luxury Albany Hotel w/Breakfast Next to Downtown,466790114,Zohar,,ELEVENTH WARD,42.68002338,-73.78522331,Private room,51,1,2,,1,9,0,0,
1.38116E+18,Albany 2BR Stay Close to Downtown W/Free Breakfast,466790114,Zohar,,ELEVENTH WARD,42.68231685,-73.78367156,Entire home/apt,49,1,5,,2,9,0,0,
1.38391E+18,"Cranberry room, large private queen, central loc.",20536619,Emily,,TENTH WARD,42.66317304,-73.78912755,Private room,51,21,0,,0,8,0,0,
1.39017E+18,New Large Bedroom! Has Parking!,55596850,Alain,,NINTH WARD,42.66002,-73.79333,Private room,53,5,1,,1,3,0,0,
1.39347E+18,Cozy Albany Suite Close to downtown W/breakfast.,466790114,Zohar,,ELEVENTH WARD,42.67776,-73.78216,Entire home/apt,55,1,3,,2,9,0,0,
1.39348E+18,Cozy Albany Suite Next to downtown W/breakfast,466790114,Zohar,,FIFTH WARD,42.67652149,-73.78111384,Entire home/apt,70,1,2,,1,9,0,0,
1.39349E+18,Albany 2BR Stay Close to Downtown W/Breakfast,466790114,Zohar,,ELEVENTH WARD,42.67742779,-73.78242873,Entire home/apt,56,1,1,,1,9,0,0,
1.39363E+18,Albany Cozy 2BR Room with breakfast & Gym,466790114,Zohar,,ELEVENTH WARD,42.67610274,-73.78233683,Entire home/apt,57,1,2,,2,9,0,0,
1.39363E+18,New Bedroom! Includes Parking!,55596850,Alain,,NINTH WARD,42.65947528,-73.7936812,Private room,48,5,2,,1,3,0,0,
1.39364E+18,Albany Luxury 2BR Room with free Breakfast,466790114,Zohar,,FIFTH WARD,42.67651023,-73.78215502,Entire home/apt,47,1,3,,2,9,0,0,
1.39563E+18,Nice,594734396,Abdelrahman,,SECOND WARD,42.6448116,-73.75775432,Private room,57,1,0,,0,2,0,0,
1.39567E+18,The Small Yellow Room with twin bed /tv,116935236,Felicisimo,,THIRTEENTH WARD,42.66991719,-73.78632927,Private room,33,7,0,,0,5,0,0,
1.39692E+18,New Bedroom Centrally Located! Parking & Laundry,55596850,Alain,,FOURTEENTH WARD,42.66111606,-73.7940814,Private room,39,5,0,,0,3,0,0,
1.40246E+18,4 bedroom house in Albany,32379616,Fabiola,,TENTH WARD,42.6605291,-73.7831549,Entire home/apt,129,28,0,,0,5,0,0,
1.40533E+18,Room near SUNY Albany,32379616,Fabiola,,TENTH WARD,42.6599033,-73.78257397,Private room,44,28,0,,0,5,0,0,
1.40577E+18,Historic Studio and Great Eats,382970529,Thomas,,SIXTH WARD,42.65545023,-73.76273815,Entire home/apt,89,3,0,,0,15,0,0,
1.4145E+18,Beautiful 1 bed apartment,477328400,Tyler,,SEVENTH WARD,42.64878732,-73.76675859,Entire home/apt,107,1,1,,1,2,0,0,
1.41526E+18,Clean Albany by Shops,674118442,Jan,,ELEVENTH WARD,42.67847686,-73.78374211,Entire home/apt,67,1,0,,0,3,0,0,
1.41526E+18,Standard Albany | Central,674118442,Jan,,ELEVENTH WARD,42.67855402,-73.78195666,Entire home/apt,98,1,0,,0,3,0,0,
1.41596E+18,"Near All 
Downtown Albany Apartment",232589050,Lauren,,SECOND WARD,42.6456774,-73.7602082,Entire home/apt,89,1,5,,5,1,0,0,
1.41599E+18,Modern Albany Queen | Shops,674118442,Jan,,ELEVENTH WARD,42.67827869,-73.7839499,Entire home/apt,64,1,0,,0,3,0,0,
1.41769E+18,Charming Historic Apartment,270608641,Enkelejda,,SIXTH WARD,42.65166,-73.76622,Entire home/apt,78,1,0,,0,2,0,0,
1.4198E+18,Modern Historical Albany Living,51050977,Manuel P.,,NINTH WARD,42.6572643,-73.7769051,Entire home/apt,120,7,0,,0,1,0,0,
1.43042E+18,Café Capriccio Suite,418024477,Marlene,,SECOND WARD,42.64619243,-73.75658878,Entire home/apt,150,1,0,,0,1,0,0,
1.43282E+18,"Charming, Stylish Apt Downtown",531209536,Amar,,THIRD WARD,42.65792079,-73.75026566,Entire home/apt,107,28,0,,0,2,0,0,
1.43411E+18,Cozy Albany Suite Next to Downtown with Gym,466790114,Zohar,,ELEVENTH WARD,42.68224687,-73.7833839,Entire home/apt,57,1,1,,1,9,0,0,
1.43411E+18,Stylish Albany Room minutes to Downtown,466790114,Zohar,,ELEVENTH WARD,42.68052557,-73.78524616,Entire home/apt,61,1,0,,0,9,0,0,
,,,,,,,,,,,,,0,,,,
